datetime,energy (kWh)
2024-04-06 12:00:00,105.61
2024-04-06 13:00:00,106.45
2024-04-06 14:00:00,99.02
2024-04-06 15:00:00,100.29
2024-04-06 16:00:00,91.28
2024-04-06 17:00:00,72.75
2024-04-06 18:00:00,26.57
2024-04-06 19:00:00,17.73
2024-04-06 20:00:00,16.51
2024-04-06 21:00:00,15.97
2024-04-06 22:00:00,12.96
2024-04-06 23:00:00,11.38
2024-04-07 00:00:00,11.11
2024-04-07 01:00:00,10.26
2024-04-07 02:00:00,10.98
2024-04-07 03:00:00,11.88
2024-04-07 04:00:00,12.53
2024-04-07 05:00:00,12.54
2024-04-07 06:00:00,11.06
2024-04-07 07:00:00,17.67
2024-04-07 08:00:00,53.15
2024-04-07 09:00:00,62.91
2024-04-07 10:00:00,66.32
2024-04-07 11:00:00,69.86
2024-04-07 12:00:00,72.99
2024-04-07 13:00:00,77.37
2024-04-07 14:00:00,70.64
2024-04-07 15:00:00,69.25
2024-04-07 16:00:00,61.39
2024-04-07 17:00:00,41.08
2024-04-07 18:00:00,16.02
2024-04-07 19:00:00,14.26
2024-04-07 20:00:00,13.95
2024-04-07 21:00:00,13.86
2024-04-07 22:00:00,10.19
2024-04-07 23:00:00,9.16
2024-04-08 00:00:00,9.17
2024-04-08 01:00:00,9.16
2024-04-08 02:00:00,9.71
2024-04-08 03:00:00,9.73
2024-04-08 04:00:00,10.71
2024-04-08 05:00:00,10.77
2024-04-08 06:00:00,9.88
2024-04-08 07:00:00,15.19
2024-04-08 08:00:00,32.24
2024-04-08 09:00:00,42.7
2024-04-08 10:00:00,45.35
2024-04-08 11:00:00,48.14
2024-04-08 12:00:00,44.87
2024-04-08 13:00:00,63.47
2024-04-08 14:00:00,65.32
2024-04-08 15:00:00,54.24
2024-04-08 16:00:00,50.3
2024-04-08 17:00:00,87.97
2024-04-08 18:00:00,104.22
2024-04-08 19:00:00,98.77
2024-04-08 20:00:00,91.77
2024-04-08 21:00:00,68.83
2024-04-08 22:00:00,12.97
2024-04-08 23:00:00,10.95
2024-04-09 00:00:00,10.26
2024-04-09 01:00:00,10.04
2024-04-09 02:00:00,10.55
2024-04-09 03:00:00,11.17
2024-04-09 04:00:00,12.36
2024-04-09 05:00:00,13.74
2024-04-09 06:00:00,12.4
2024-04-09 07:00:00,22.71
2024-04-09 08:00:00,45.45
2024-04-09 09:00:00,50.91
2024-04-09 10:00:00,53.07
2024-04-09 11:00:00,53.58
2024-04-09 12:00:00,58.53
2024-04-09 13:00:00,80.42
2024-04-09 14:00:00,83.15
2024-04-09 15:00:00,36.38
2024-04-09 16:00:00,38.59
2024-04-09 17:00:00,46.36
2024-04-09 18:00:00,53.83
2024-04-09 19:00:00,53.43
2024-04-09 20:00:00,47.21
2024-04-09 21:00:00,43.65
2024-04-09 22:00:00,14.64
2024-04-09 23:00:00,9.44
2024-04-10 00:00:00,8.96
2024-04-10 01:00:00,9.02
2024-04-10 02:00:00,9.38
2024-04-10 03:00:00,9.76
2024-04-10 04:00:00,10.91
2024-04-10 05:00:00,11.04
2024-04-10 06:00:00,9.93
2024-04-10 07:00:00,14.04
2024-04-10 08:00:00,23.29
2024-04-10 09:00:00,28.73
2024-04-10 10:00:00,31.99
2024-04-10 11:00:00,42.14
2024-04-10 12:00:00,40.8
2024-04-10 13:00:00,46.13
2024-04-10 14:00:00,47.07
2024-04-10 15:00:00,46.96
2024-04-10 16:00:00,47.05
2024-04-10 17:00:00,60.63
2024-04-10 18:00:00,65.04
2024-04-10 19:00:00,62.58
2024-04-10 20:00:00,57.66
2024-04-10 21:00:00,50.64
2024-04-10 22:00:00,12.16
2024-04-10 23:00:00,10.23
2024-04-11 00:00:00,10.14
2024-04-11 01:00:00,9.37
2024-04-11 02:00:00,9.5
2024-04-11 03:00:00,9.72
2024-04-11 04:00:00,11.62
2024-04-11 05:00:00,11.38
2024-04-11 06:00:00,10.33
2024-04-11 07:00:00,19.51
2024-04-11 08:00:00,44.36
2024-04-11 09:00:00,46.08
2024-04-11 10:00:00,49.79
2024-04-11 11:00:00,58.99
2024-04-11 12:00:00,57.73
2024-04-11 13:00:00,71.1
2024-04-11 14:00:00,77.2
2024-04-11 15:00:00,73.07
2024-04-11 16:00:00,61.93
2024-04-11 17:00:00,53.67
2024-04-11 18:00:00,51.23
2024-04-11 19:00:00,50.67
2024-04-11 20:00:00,44.99
2024-04-11 21:00:00,39.0
2024-04-11 22:00:00,12.76
2024-04-11 23:00:00,10.51
2024-04-12 00:00:00,10.12
2024-04-12 01:00:00,9.78
2024-04-12 02:00:00,10.4
2024-04-12 03:00:00,10.82
2024-04-12 04:00:00,11.35
2024-04-12 05:00:00,12.27
2024-04-12 06:00:00,11.49
2024-04-12 07:00:00,19.34
2024-04-12 08:00:00,49.33
2024-04-12 09:00:00,56.58
2024-04-12 10:00:00,61.47
2024-04-12 11:00:00,65.23
2024-04-12 12:00:00,68.57
2024-04-12 13:00:00,76.36
2024-04-12 14:00:00,68.75
2024-04-12 15:00:00,62.55
2024-04-12 16:00:00,52.58
2024-04-12 17:00:00,61.11
2024-04-12 18:00:00,72.73
2024-04-12 19:00:00,64.59
2024-04-12 20:00:00,64.05
2024-04-12 21:00:00,48.66
2024-04-12 22:00:00,13.76
2024-04-12 23:00:00,11.24
2024-04-13 00:00:00,11.48
2024-04-13 01:00:00,10.94
2024-04-13 02:00:00,11.39
2024-04-13 03:00:00,11.72
2024-04-13 04:00:00,13.02
2024-04-13 05:00:00,12.59
2024-04-13 06:00:00,11.9
2024-04-13 07:00:00,19.85
2024-04-13 08:00:00,93.43
2024-04-13 09:00:00,102.07
2024-04-13 10:00:00,112.22
2024-04-13 11:00:00,109.97
2024-04-13 12:00:00,105.61
2024-04-13 13:00:00,106.45
2024-04-13 14:00:00,99.02
2024-04-13 15:00:00,100.29
2024-04-13 16:00:00,91.28
2024-04-13 17:00:00,72.75
2024-04-13 18:00:00,26.57
2024-04-13 19:00:00,17.73
2024-04-13 20:00:00,16.51
2024-04-13 21:00:00,15.97
2024-04-13 22:00:00,12.96
2024-04-13 23:00:00,11.38
2024-04-14 00:00:00,11.11
2024-04-14 01:00:00,10.26
2024-04-14 02:00:00,10.98
2024-04-14 03:00:00,11.88
2024-04-14 04:00:00,12.53
2024-04-14 05:00:00,12.54
2024-04-14 06:00:00,11.06
2024-04-14 07:00:00,17.67
2024-04-14 08:00:00,53.15
2024-04-14 09:00:00,62.91
2024-04-14 10:00:00,66.32
2024-04-14 11:00:00,69.86
2024-04-14 12:00:00,72.99
2024-04-14 13:00:00,77.37
2024-04-14 14:00:00,70.64
2024-04-14 15:00:00,69.25
2024-04-14 16:00:00,61.39
2024-04-14 17:00:00,41.08
2024-04-14 18:00:00,16.02
2024-04-14 19:00:00,14.26
2024-04-14 20:00:00,13.95
2024-04-14 21:00:00,13.86
2024-04-14 22:00:00,10.19
2024-04-14 23:00:00,9.16
2024-04-15 00:00:00,9.17
2024-04-15 01:00:00,9.16
2024-04-15 02:00:00,9.71
2024-04-15 03:00:00,9.73
2024-04-15 04:00:00,10.71
2024-04-15 05:00:00,10.77
2024-04-15 06:00:00,9.88
2024-04-15 07:00:00,15.19
2024-04-15 08:00:00,32.24
2024-04-15 09:00:00,42.7
2024-04-15 10:00:00,45.35
2024-04-15 11:00:00,48.14
2024-04-15 12:00:00,44.87
2024-04-15 13:00:00,63.47
2024-04-15 14:00:00,65.32
2024-04-15 15:00:00,54.24
2024-04-15 16:00:00,50.3
2024-04-15 17:00:00,87.97
2024-04-15 18:00:00,104.22
2024-04-15 19:00:00,98.77
2024-04-15 20:00:00,91.77
2024-04-15 21:00:00,68.83
2024-04-15 22:00:00,12.97
2024-04-15 23:00:00,10.95
2024-04-16 00:00:00,10.26
2024-04-16 01:00:00,10.04
2024-04-16 02:00:00,10.55
2024-04-16 03:00:00,11.17
2024-04-16 04:00:00,12.36
2024-04-16 05:00:00,13.74
2024-04-16 06:00:00,12.4
2024-04-16 07:00:00,22.71
2024-04-16 08:00:00,45.45
2024-04-16 09:00:00,50.91
2024-04-16 10:00:00,53.07
2024-04-16 11:00:00,53.58
2024-04-16 12:00:00,58.53
2024-04-16 13:00:00,80.42
2024-04-16 14:00:00,83.15
2024-04-16 15:00:00,70.06
2024-04-16 16:00:00,62.25
2024-04-16 17:00:00,78.31
2024-04-16 18:00:00,83.06
2024-04-16 19:00:00,76.9
2024-04-16 20:00:00,72.16
2024-04-16 21:00:00,57.75
2024-04-16 22:00:00,13.2
2024-04-16 23:00:00,10.2
2024-04-17 00:00:00,9.95
2024-04-17 01:00:00,9.69
2024-04-17 02:00:00,10.47
2024-04-17 03:00:00,10.76
2024-04-17 04:00:00,11.92
2024-04-17 05:00:00,11.79
2024-04-17 06:00:00,10.85
2024-04-17 07:00:00,16.33
2024-04-17 08:00:00,36.95
2024-04-17 09:00:00,43.77
2024-04-17 10:00:00,57.38
2024-04-17 11:00:00,60.59
2024-04-17 12:00:00,52.48
2024-04-17 13:00:00,65.93
2024-04-17 14:00:00,70.09
2024-04-17 15:00:00,58.0
2024-04-17 16:00:00,62.72
2024-04-17 17:00:00,105.21
2024-04-17 18:00:00,121.76
2024-04-17 19:00:00,106.86
2024-04-17 20:00:00,101.34
2024-04-17 21:00:00,76.93
2024-04-17 22:00:00,14.76
2024-04-17 23:00:00,10.34
2024-04-18 00:00:00,10.14
2024-04-18 01:00:00,10.01
2024-04-18 02:00:00,10.25
2024-04-18 03:00:00,10.65
2024-04-18 04:00:00,11.59
2024-04-18 05:00:00,11.85
2024-04-18 06:00:00,11.14
2024-04-18 07:00:00,17.48
2024-04-18 08:00:00,40.36
2024-04-18 09:00:00,46.7
2024-04-18 10:00:00,49.83
2024-04-18 11:00:00,53.66
2024-04-18 12:00:00,54.89
2024-04-18 13:00:00,64.34
2024-04-18 14:00:00,59.94
2024-04-18 15:00:00,56.28
2024-04-18 16:00:00,54.93
2024-04-18 17:00:00,70.42
2024-04-18 18:00:00,65.95
2024-04-18 19:00:00,63.57
2024-04-18 20:00:00,55.67
2024-04-18 21:00:00,44.54
2024-04-18 22:00:00,13.43
2024-04-18 23:00:00,11.15
2024-04-19 00:00:00,11.15
2024-04-19 01:00:00,11.3
2024-04-19 02:00:00,11.45
2024-04-19 03:00:00,11.91
2024-04-19 04:00:00,12.89
2024-04-19 05:00:00,12.89
2024-04-19 06:00:00,12.31
2024-04-19 07:00:00,23.15
2024-04-19 08:00:00,71.67
2024-04-19 09:00:00,77.38
2024-04-19 10:00:00,74.26
2024-04-19 11:00:00,75.52
2024-04-19 12:00:00,82.36
2024-04-19 13:00:00,90.54
2024-04-19 14:00:00,85.27
2024-04-19 15:00:00,75.95
2024-04-19 16:00:00,64.54
2024-04-19 17:00:00,60.51
2024-04-19 18:00:00,70.81
2024-04-19 19:00:00,56.16
2024-04-19 20:00:00,45.99
2024-04-19 21:00:00,40.05
2024-04-19 22:00:00,12.08
2024-04-19 23:00:00,10.26
2024-04-20 00:00:00,10.55
2024-04-20 01:00:00,11.86
2024-04-20 02:00:00,10.29
2024-04-20 03:00:00,10.7
2024-04-20 04:00:00,11.75
2024-04-20 05:00:00,11.84
2024-04-20 06:00:00,10.81
2024-04-20 07:00:00,26.5
2024-04-20 08:00:00,73.23
2024-04-20 09:00:00,95.32
2024-04-20 10:00:00,102.54
2024-04-20 11:00:00,107.86
2024-04-20 12:00:00,109.66
2024-04-20 13:00:00,99.02
2024-04-20 14:00:00,102.03
2024-04-20 15:00:00,95.55
2024-04-20 16:00:00,81.15
2024-04-20 17:00:00,64.02
2024-04-20 18:00:00,21.81
2024-04-20 19:00:00,14.87
2024-04-20 20:00:00,14.59
2024-04-20 21:00:00,14.21
2024-04-20 22:00:00,10.63
2024-04-20 23:00:00,9.11
2024-04-21 00:00:00,9.38
2024-04-21 01:00:00,9.08
2024-04-21 02:00:00,9.53
2024-04-21 03:00:00,9.94
2024-04-21 04:00:00,11.05
2024-04-21 05:00:00,11.4
2024-04-21 06:00:00,10.41
2024-04-21 07:00:00,19.43
2024-04-21 08:00:00,42.41
2024-04-21 09:00:00,46.56
2024-04-21 10:00:00,51.16
2024-04-21 11:00:00,51.53
2024-04-21 12:00:00,48.8
2024-04-21 13:00:00,60.12
2024-04-21 14:00:00,59.8
2024-04-21 15:00:00,57.71
2024-04-21 16:00:00,53.85
2024-04-21 17:00:00,31.27
2024-04-21 18:00:00,16.76
2024-04-21 19:00:00,17.11
2024-04-21 20:00:00,14.34
2024-04-21 21:00:00,14.34
2024-04-21 22:00:00,10.85
2024-04-21 23:00:00,9.61
2024-04-22 00:00:00,9.48
2024-04-22 01:00:00,9.5
2024-04-22 02:00:00,9.84
2024-04-22 03:00:00,10.11
2024-04-22 04:00:00,11.73
2024-04-22 05:00:00,11.5
2024-04-22 06:00:00,10.28
2024-04-22 07:00:00,15.64
2024-04-22 08:00:00,26.8
2024-04-22 09:00:00,36.84
2024-04-22 10:00:00,44.26
2024-04-22 11:00:00,46.12
2024-04-22 12:00:00,45.95
2024-04-22 13:00:00,62.63
2024-04-22 14:00:00,53.14
2024-04-22 15:00:00,50.92
2024-04-22 16:00:00,43.93
2024-04-22 17:00:00,83.01
2024-04-22 18:00:00,91.85
2024-04-22 19:00:00,89.23
2024-04-22 20:00:00,80.32
2024-04-22 21:00:00,61.51
2024-04-22 22:00:00,13.68
2024-04-22 23:00:00,10.6
2024-04-23 00:00:00,9.86
2024-04-23 01:00:00,9.01
2024-04-23 02:00:00,10.56
2024-04-23 03:00:00,11.22
2024-04-23 04:00:00,11.18
2024-04-23 05:00:00,11.38
2024-04-23 06:00:00,10.19
2024-04-23 07:00:00,14.75
2024-04-23 08:00:00,30.76
2024-04-23 09:00:00,37.46
2024-04-23 10:00:00,38.24
2024-04-23 11:00:00,47.56
2024-04-23 12:00:00,43.61
2024-04-23 13:00:00,52.05
2024-04-23 14:00:00,57.01
2024-04-23 15:00:00,43.32
2024-04-23 16:00:00,44.31
2024-04-23 17:00:00,72.93
2024-04-23 18:00:00,84.3
2024-04-23 19:00:00,74.92
2024-04-23 20:00:00,67.75
2024-04-23 21:00:00,52.14
2024-04-23 22:00:00,14.05
2024-04-23 23:00:00,10.63
2024-04-24 00:00:00,10.07
2024-04-24 01:00:00,9.72
2024-04-24 02:00:00,10.05
2024-04-24 03:00:00,10.57
2024-04-24 04:00:00,11.6
2024-04-24 05:00:00,11.79
2024-04-24 06:00:00,10.77
2024-04-24 07:00:00,18.19
2024-04-24 08:00:00,37.87
2024-04-24 09:00:00,42.48
2024-04-24 10:00:00,47.42
2024-04-24 11:00:00,54.83
2024-04-24 12:00:00,57.18
2024-04-24 13:00:00,61.7
2024-04-24 14:00:00,67.66
2024-04-24 15:00:00,64.2
2024-04-24 16:00:00,67.75
2024-04-24 17:00:00,74.07
2024-04-24 18:00:00,75.48
2024-04-24 19:00:00,74.04
2024-04-24 20:00:00,64.65
2024-04-24 21:00:00,50.57
2024-04-24 22:00:00,13.52
2024-04-24 23:00:00,10.26
2024-04-25 00:00:00,10.24
2024-04-25 01:00:00,9.35
2024-04-25 02:00:00,10.02
2024-04-25 03:00:00,9.55
2024-04-25 04:00:00,11.21
2024-04-25 05:00:00,10.87
2024-04-25 06:00:00,9.85
2024-04-25 07:00:00,15.88
2024-04-25 08:00:00,48.71
2024-04-25 09:00:00,56.61
2024-04-25 10:00:00,55.42
2024-04-25 11:00:00,70.89
2024-04-25 12:00:00,72.75
2024-04-25 13:00:00,69.26
2024-04-25 14:00:00,59.1
2024-04-25 15:00:00,59.78
2024-04-25 16:00:00,59.71
2024-04-25 17:00:00,64.58
2024-04-25 18:00:00,58.28
2024-04-25 19:00:00,52.04
2024-04-25 20:00:00,49.56
2024-04-25 21:00:00,38.67
2024-04-25 22:00:00,11.16
2024-04-25 23:00:00,9.19
2024-04-26 00:00:00,9.28
2024-04-26 01:00:00,9.87
2024-04-26 02:00:00,9.04
2024-04-26 03:00:00,9.71
2024-04-26 04:00:00,11.22
2024-04-26 05:00:00,10.95
2024-04-26 06:00:00,10.63
2024-04-26 07:00:00,14.8
2024-04-26 08:00:00,26.77
2024-04-26 09:00:00,35.84
2024-04-26 10:00:00,42.23
2024-04-26 11:00:00,42.61
2024-04-26 12:00:00,40.88
2024-04-26 13:00:00,52.94
2024-04-26 14:00:00,43.77
2024-04-26 15:00:00,40.0
2024-04-26 16:00:00,38.74
2024-04-26 17:00:00,51.87
2024-04-26 18:00:00,60.47
2024-04-26 19:00:00,59.26
2024-04-26 20:00:00,51.54
2024-04-26 21:00:00,39.88
2024-04-26 22:00:00,11.62
2024-04-26 23:00:00,9.62
2024-04-27 00:00:00,10.39
2024-04-27 01:00:00,9.15
2024-04-27 02:00:00,10.05
2024-04-27 03:00:00,10.54
2024-04-27 04:00:00,10.56
2024-04-27 05:00:00,11.21
2024-04-27 06:00:00,11.0
2024-04-27 07:00:00,31.68
2024-04-27 08:00:00,92.74
2024-04-27 09:00:00,95.61
2024-04-27 10:00:00,103.36
2024-04-27 11:00:00,99.36
2024-04-27 12:00:00,104.14
2024-04-27 13:00:00,101.75
2024-04-27 14:00:00,109.2
2024-04-27 15:00:00,105.51
2024-04-27 16:00:00,93.02
2024-04-27 17:00:00,65.05
2024-04-27 18:00:00,25.28
2024-04-27 19:00:00,15.54
2024-04-27 20:00:00,13.79
2024-04-27 21:00:00,14.09
2024-04-27 22:00:00,9.87
2024-04-27 23:00:00,8.38
2024-04-28 00:00:00,9.11
2024-04-28 01:00:00,8.41
2024-04-28 02:00:00,8.96
2024-04-28 03:00:00,9.1
2024-04-28 04:00:00,10.0
2024-04-28 05:00:00,10.61
2024-04-28 06:00:00,10.2
2024-04-28 07:00:00,20.34
2024-04-28 08:00:00,65.68
2024-04-28 09:00:00,74.2
2024-04-28 10:00:00,69.41
2024-04-28 11:00:00,64.01
2024-04-28 12:00:00,68.13
2024-04-28 13:00:00,78.66
2024-04-28 14:00:00,83.8
2024-04-28 15:00:00,77.39
2024-04-28 16:00:00,73.83
2024-04-28 17:00:00,33.49
2024-04-28 18:00:00,21.14
2024-04-28 19:00:00,18.86
2024-04-28 20:00:00,17.58
2024-04-28 21:00:00,13.9
2024-04-28 22:00:00,10.36
2024-04-28 23:00:00,8.82
2024-04-29 00:00:00,9.56
2024-04-29 01:00:00,8.36
2024-04-29 02:00:00,9.39
2024-04-29 03:00:00,8.98
2024-04-29 04:00:00,10.95
2024-04-29 05:00:00,10.28
2024-04-29 06:00:00,9.46
2024-04-29 07:00:00,16.26
2024-04-29 08:00:00,32.79
2024-04-29 09:00:00,37.7
2024-04-29 10:00:00,39.98
2024-04-29 11:00:00,44.24
2024-04-29 12:00:00,46.29
2024-04-29 13:00:00,58.5
2024-04-29 14:00:00,62.35
2024-04-29 15:00:00,66.33
2024-04-29 16:00:00,59.09
2024-04-29 17:00:00,73.2
2024-04-29 18:00:00,71.44
2024-04-29 19:00:00,66.35
2024-04-29 20:00:00,59.7
2024-04-29 21:00:00,45.22
2024-04-29 22:00:00,13.9
2024-04-29 23:00:00,11.26
2024-04-30 00:00:00,10.87
2024-04-30 01:00:00,10.42
2024-04-30 02:00:00,11.06
2024-04-30 03:00:00,11.56
2024-04-30 04:00:00,12.87
2024-04-30 05:00:00,12.21
2024-04-30 06:00:00,11.71
2024-04-30 07:00:00,16.52
2024-04-30 08:00:00,40.21
2024-04-30 09:00:00,47.17
2024-04-30 10:00:00,51.92
2024-04-30 11:00:00,48.2
2024-04-30 12:00:00,47.94
2024-04-30 13:00:00,69.02
2024-04-30 14:00:00,63.14
2024-04-30 15:00:00,52.82
2024-04-30 16:00:00,47.63
2024-04-30 17:00:00,79.29
2024-04-30 18:00:00,85.56
2024-04-30 19:00:00,78.91
2024-04-30 20:00:00,72.78
2024-04-30 21:00:00,63.15
2024-04-30 22:00:00,14.12
2024-04-30 23:00:00,10.8
2024-05-01 00:00:00,10.96
2024-05-01 01:00:00,10.01
2024-05-01 02:00:00,10.6
2024-05-01 03:00:00,11.04
2024-05-01 04:00:00,12.1
2024-05-01 05:00:00,11.9
2024-05-01 06:00:00,10.58
2024-05-01 07:00:00,11.5
2024-05-01 08:00:00,16.27
2024-05-01 09:00:00,17.14
2024-05-01 10:00:00,16.45
2024-05-01 11:00:00,14.4
2024-05-01 12:00:00,14.68
2024-05-01 13:00:00,13.74
2024-05-01 14:00:00,13.48
2024-05-01 15:00:00,13.11
2024-05-01 16:00:00,12.92
2024-05-01 17:00:00,14.47
2024-05-01 18:00:00,14.18
2024-05-01 19:00:00,13.63
2024-05-01 20:00:00,13.17
2024-05-01 21:00:00,14.36
2024-05-01 22:00:00,11.47
2024-05-01 23:00:00,10.01
2024-05-02 00:00:00,9.73
2024-05-02 01:00:00,9.16
2024-05-02 02:00:00,10.11
2024-05-02 03:00:00,9.79
2024-05-02 04:00:00,11.78
2024-05-02 05:00:00,11.38
2024-05-02 06:00:00,9.97
2024-05-02 07:00:00,13.91
2024-05-02 08:00:00,26.85
2024-05-02 09:00:00,32.4
2024-05-02 10:00:00,34.26
2024-05-02 11:00:00,36.98
2024-05-02 12:00:00,36.03
2024-05-02 13:00:00,43.26
2024-05-02 14:00:00,43.83
2024-05-02 15:00:00,43.14
2024-05-02 16:00:00,43.5
2024-05-02 17:00:00,60.2
2024-05-02 18:00:00,58.87
2024-05-02 19:00:00,54.57
2024-05-02 20:00:00,51.39
2024-05-02 21:00:00,43.05
2024-05-02 22:00:00,12.81
2024-05-02 23:00:00,10.46
2024-05-03 00:00:00,9.26
2024-05-03 01:00:00,9.67
2024-05-03 02:00:00,9.4
2024-05-03 03:00:00,10.36
2024-05-03 04:00:00,11.48
2024-05-03 05:00:00,11.12
2024-05-03 06:00:00,10.15
2024-05-03 07:00:00,15.3
2024-05-03 08:00:00,35.38
2024-05-03 09:00:00,46.47
2024-05-03 10:00:00,44.59
2024-05-03 11:00:00,50.43
2024-05-03 12:00:00,48.44
2024-05-03 13:00:00,59.21
2024-05-03 14:00:00,59.53
2024-05-03 15:00:00,50.14
2024-05-03 16:00:00,45.22
2024-05-03 17:00:00,53.77
2024-05-03 18:00:00,63.22
2024-05-03 19:00:00,53.9
2024-05-03 20:00:00,48.96
2024-05-03 21:00:00,40.53
2024-05-03 22:00:00,11.86
2024-05-03 23:00:00,10.15
2024-05-04 00:00:00,9.5
2024-05-04 01:00:00,9.64
2024-05-04 02:00:00,9.79
2024-05-04 03:00:00,10.68
2024-05-04 04:00:00,10.96
2024-05-04 05:00:00,11.87
2024-05-04 06:00:00,10.11
2024-05-04 07:00:00,21.93
2024-05-04 08:00:00,88.67
2024-05-04 09:00:00,97.77
2024-05-04 10:00:00,102.96
2024-05-04 11:00:00,108.91
2024-05-04 12:00:00,112.58
2024-05-04 13:00:00,112.54
2024-05-04 14:00:00,105.55
2024-05-04 15:00:00,97.86
2024-05-04 16:00:00,87.53
2024-05-04 17:00:00,60.98
2024-05-04 18:00:00,26.46
2024-05-04 19:00:00,15.89
2024-05-04 20:00:00,17.08
2024-05-04 21:00:00,15.45
2024-05-04 22:00:00,11.08
2024-05-04 23:00:00,9.37
2024-05-05 00:00:00,9.15
2024-05-05 01:00:00,9.2
2024-05-05 02:00:00,9.79
2024-05-05 03:00:00,10.41
2024-05-05 04:00:00,11.83
2024-05-05 05:00:00,11.6
2024-05-05 06:00:00,10.12
2024-05-05 07:00:00,21.03
2024-05-05 08:00:00,57.1
2024-05-05 09:00:00,64.59
2024-05-05 10:00:00,60.62
2024-05-05 11:00:00,59.38
2024-05-05 12:00:00,62.4
2024-05-05 13:00:00,72.32
2024-05-05 14:00:00,75.71
2024-05-05 15:00:00,76.7
2024-05-05 16:00:00,66.05
2024-05-05 17:00:00,41.67
2024-05-05 18:00:00,18.17
2024-05-05 19:00:00,15.74
2024-05-05 20:00:00,14.9
2024-05-05 21:00:00,14.44
2024-05-05 22:00:00,11.33
2024-05-05 23:00:00,9.89
2024-05-06 00:00:00,9.2
2024-05-06 01:00:00,8.69
2024-05-06 02:00:00,9.63
2024-05-06 03:00:00,10.7
2024-05-06 04:00:00,11.47
2024-05-06 05:00:00,11.18
2024-05-06 06:00:00,10.37
2024-05-06 07:00:00,18.01
2024-05-06 08:00:00,38.8
2024-05-06 09:00:00,47.2
2024-05-06 10:00:00,49.83
2024-05-06 11:00:00,50.13
2024-05-06 12:00:00,46.82
2024-05-06 13:00:00,61.91
2024-05-06 14:00:00,66.78
2024-05-06 15:00:00,63.21
2024-05-06 16:00:00,54.17
2024-05-06 17:00:00,87.36
2024-05-06 18:00:00,104.14
2024-05-06 19:00:00,98.09
2024-05-06 20:00:00,86.67
2024-05-06 21:00:00,71.49
2024-05-06 22:00:00,17.18
2024-05-06 23:00:00,13.07
2024-05-07 00:00:00,12.36
2024-05-07 01:00:00,12.45
2024-05-07 02:00:00,12.58
2024-05-07 03:00:00,12.79
2024-05-07 04:00:00,13.67
2024-05-07 05:00:00,13.63
2024-05-07 06:00:00,15.03
2024-05-07 07:00:00,19.82
2024-05-07 08:00:00,40.34
2024-05-07 09:00:00,48.2
2024-05-07 10:00:00,51.59
2024-05-07 11:00:00,52.68
2024-05-07 12:00:00,53.79
2024-05-07 13:00:00,59.38
2024-05-07 14:00:00,63.98
2024-05-07 15:00:00,59.38
2024-05-07 16:00:00,46.54
2024-05-07 17:00:00,77.3
2024-05-07 18:00:00,83.5
2024-05-07 19:00:00,77.29
2024-05-07 20:00:00,71.43
2024-05-07 21:00:00,59.06
2024-05-07 22:00:00,14.39
2024-05-07 23:00:00,10.98
2024-05-08 00:00:00,11.04
2024-05-08 01:00:00,10.36
2024-05-08 02:00:00,10.78
2024-05-08 03:00:00,11.13
2024-05-08 04:00:00,12.42
2024-05-08 05:00:00,12.39
2024-05-08 06:00:00,11.64
2024-05-08 07:00:00,16.71
2024-05-08 08:00:00,34.62
2024-05-08 09:00:00,47.59
2024-05-08 10:00:00,54.42
2024-05-08 11:00:00,62.14
2024-05-08 12:00:00,62.33
2024-05-08 13:00:00,78.61
2024-05-08 14:00:00,74.84
2024-05-08 15:00:00,68.98
2024-05-08 16:00:00,65.33
2024-05-08 17:00:00,95.41
2024-05-08 18:00:00,115.18
2024-05-08 19:00:00,103.35
2024-05-08 20:00:00,97.05
2024-05-08 21:00:00,76.62
2024-05-08 22:00:00,17.16
2024-05-08 23:00:00,13.01
2024-05-09 00:00:00,12.76
2024-05-09 01:00:00,11.16
2024-05-09 02:00:00,11.57
2024-05-09 03:00:00,11.78
2024-05-09 04:00:00,12.99
2024-05-09 05:00:00,12.63
2024-05-09 06:00:00,11.43
2024-05-09 07:00:00,20.35
2024-05-09 08:00:00,70.69
2024-05-09 09:00:00,78.21
2024-05-09 10:00:00,75.43
2024-05-09 11:00:00,74.41
2024-05-09 12:00:00,74.75
2024-05-09 13:00:00,79.15
2024-05-09 14:00:00,83.37
2024-05-09 15:00:00,93.5
2024-05-09 16:00:00,78.64
2024-05-09 17:00:00,79.65
2024-05-09 18:00:00,71.2
2024-05-09 19:00:00,68.37
2024-05-09 20:00:00,58.9
2024-05-09 21:00:00,47.38
2024-05-09 22:00:00,12.93
2024-05-09 23:00:00,9.99
2024-05-10 00:00:00,9.15
2024-05-10 01:00:00,8.67
2024-05-10 02:00:00,9.71
2024-05-10 03:00:00,9.66
2024-05-10 04:00:00,11.51
2024-05-10 05:00:00,10.93
2024-05-10 06:00:00,10.9
2024-05-10 07:00:00,13.48
2024-05-10 08:00:00,59.77
2024-05-10 09:00:00,86.32
2024-05-10 10:00:00,82.5
2024-05-10 11:00:00,82.48
2024-05-10 12:00:00,70.62
2024-05-10 13:00:00,81.29
2024-05-10 14:00:00,76.19
2024-05-10 15:00:00,72.68
2024-05-10 16:00:00,67.49
2024-05-10 17:00:00,76.05
